"auc","item","ownerRealm","bid","buyout","quantity","timeLeft","rand","seed","context","itemname","itemclass","vendorprice"
"1546870213","152577","Eonar","18667450","19649950","50","VERY_LONG","0","0","0","Deep Sea Satin","7","1"
"1546935746","168315","Eonar","32599997","32599997","1","VERY_LONG","0","0","0","Famine Evaluator And Snack Table","0","1250"
"1546608088","55338","Vek'nilash","67077817","70608229","1","LONG","0","0","36","Nethergarde Staff","2","160286"
"1546870212","152577","Eonar","18667450","19649950","50","VERY_LONG","0","0","0","Deep Sea Satin","7","1"
"1546608087","2080","Vek'nilash","6521239","6864463","1","LONG","0","0","43","Hillborne Axe","2","6590"
"1546608086","82229","Vek'nilash","23056566","24270070","1","LONG","0","0","0","Bejeweled Scepter","2","188878"
"1546870218","152576","Eonar","9385800","9879800","200","VERY_LONG","0","0","0","Tidespray Linen","7","1"
"1546608084","30306","Vek'nilash","1660258","1747640","1","LONG","0","0","0","Pattern: Boots of Utter Darkness","9","60000"
"1546870223","152576","Eonar","9385800","9879800","200","VERY_LONG","0","0","0","Tidespray Linen","7","1"
"1546935752","168315","Eonar","32599997","32599997","1","VERY_LONG","0","0","0","Famine Evaluator And Snack Table","0","1250"
"1546870222","152576","Eonar","9385800","9879800","200","VERY_LONG","0","0","0","Tidespray Linen","7","1"
"1546870221","152576","Eonar","9385800","9879800","200","VERY_LONG","0","0","0","Tidespray Linen","7","1"
"1546870220","152576","Eonar","9385800","9879800","200","VERY_LONG","0","0","0","Tidespray Linen","7","1"
"1546280488","138728","Vek'nilash","30210","31800","3","VERY_LONG","0","0","0","Potion of Trivial Invisibility","0","62"
"1546804793","153663","Eonar","899996","899996","1","VERY_LONG","0","0","0","Contract: Storm's Wake","0","11500"
"1546870333","33470","Eonar","1214800","1219800","200","VERY_LONG","0","0","0","Frostweave Cloth","7","1250"
"1546935827","152559","Eonar","1359985","1359985","5","VERY_LONG","0","0","0","Potion of Rising Death","0","2500"
"1546935815","154888","Eonar","512470","512470","10","VERY_LONG","0","0","0","Sailor's Pie","0","1250"
"1546935811","154888","Eonar","512470","512470","10","VERY_LONG","0","0","0","Sailor's Pie","0","1250"
"1546018335","30729","Blade's Edge","79992158","80000000","1","VERY_LONG","0","0","0","Black-Iron Battlecloak","4","55917"
"1546542608","50451","Vek'nilash","15342500","16150000","1","VERY_LONG","0","0","0","Belt of the Lonely Noble","4","68018"
"1546804849","153707","Eonar","2487499","2487499","1","VERY_LONG","0","0","0","Kraken's Eye of Strength","3","45000"
"1546804855","168639","Eonar","1724999","1724999","1","VERY_LONG","0","0","0","Deadly Lava Lazuli","3","35000"
"1546804852","153707","Eonar","2487499","2487499","1","VERY_LONG","0","0","0","Kraken's Eye of Strength","3","45000"
"1546280557","152560","Vek'nilash","1235000","1300000","1","VERY_LONG","0","0","0","Potion of Bursting Blood","0","2500"
"1546804859","169220","Eonar","5649998","5649998","1","VERY_LONG","0","0","0","Straddling Sage Agate","3","25000"
"1546804857","168639","Eonar","1724999","1724999","1","VERY_LONG","0","0","0","Deadly Lava Lazuli","3","35000"
"1546804863","141446","Eonar","2938494","2938494","3","VERY_LONG","0","0","0","Tome of the Tranquil Mind","15","62500"
"1546804860","141446","Eonar","2938494","2938494","3","VERY_LONG","0","0","0","Tome of the Tranquil Mind","15","62500"
"1546804834","159789","Eonar","3449999","3449999","1","VERY_LONG","0","0","0","Enchant Weapon - Stalwart Navigation","8","625"
"1546804832","159789","Eonar","3449999","3449999","1","VERY_LONG","0","0","0","Enchant Weapon - Stalwart Navigation","8","625"
"1546804836","159789","Eonar","3449999","3449999","1","VERY_LONG","0","0","0","Enchant Weapon - Stalwart Navigation","8","625"
"1546804845","153707","Eonar","2487499","2487499","1","VERY_LONG","0","0","0","Kraken's Eye of Strength","3","45000"
"1546804818","165016","Eonar","66665","66665","1","VERY_LONG","0","0","0","Contract: 7th Legion","0","11500"
"1546542671","82800","Vek'nilash","26343500","27730000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546804816","165016","Eonar","66665","66665","1","VERY_LONG","0","0","0","Contract: 7th Legion","0","11500"
"1546804822","153646","Eonar","15569735","15569735","5","VERY_LONG","0","0","0","Codex of the Quiet Mind","0","1"
"1546804823","153646","Eonar","15569735","15569735","5","VERY_LONG","0","0","0","Codex of the Quiet Mind","0","1"
"1546804820","165016","Eonar","66665","66665","1","VERY_LONG","0","0","0","Contract: 7th Legion","0","11500"
"1546870356","33470","Eonar","1214800","1219800","200","VERY_LONG","0","0","0","Frostweave Cloth","7","1250"
"1546280514","152542","Vek'nilash","3334","3510","2","VERY_LONG","0","0","0","Hardened Tempest Hide","7","1"
"1546804826","167995","Eonar","25000000","25000000","1","LONG","0","0","13","Notorious Combatant's Spellblade","2","998045"
"1546804827","167995","Eonar","25000000","25000000","1","LONG","0","0","13","Notorious Combatant's Spellblade","2","998045"
"1546804824","153646","Eonar","6227894","6227894","2","VERY_LONG","0","0","0","Codex of the Quiet Mind","0","1"
"1546804825","167989","Eonar","25000000","25000000","1","LONG","0","0","13","Notorious Combatant's Shanker","2","1051774"
"1546149444","116406","Vek'nilash","53763141","53763141","3","VERY_LONG","0","0","0","Twice-Baked Sweet Potato","0","1"
"1546804830","163969","Eonar","133206507","133206507","1","VERY_LONG","0","0","54","Ameelton's Shot-Thrower","2","1328107"
"1546149445","138292","Vek'nilash","18468200","18468200","20","VERY_LONG","0","0","0","Ley-Enriched Water","0","1250"
"1546804831","163959","Eonar","189999999","189999999","1","VERY_LONG","0","0","54","Self-Rotating Dagger of Xing","2","1024963"
"1546804828","167995","Eonar","25000000","25000000","1","LONG","0","0","13","Notorious Combatant's Spellblade","2","998045"
"1546804829","163965","Eonar","199999996","199999996","1","VERY_LONG","0","0","54","Glave's Angular Glaive","2","1309320"
"1546870337","33470","Eonar","1214800","1219800","200","VERY_LONG","0","0","0","Frostweave Cloth","7","1250"
"1546804806","153663","Eonar","899996","899996","1","VERY_LONG","0","0","0","Contract: Storm's Wake","0","11500"
"1546870342","33470","Eonar","1214800","1219800","200","VERY_LONG","0","0","0","Frostweave Cloth","7","1250"
"1546804804","153663","Eonar","899996","899996","1","VERY_LONG","0","0","0","Contract: Storm's Wake","0","11500"
"1546804811","153668","Eonar","439997","439997","1","VERY_LONG","0","0","0","Contract: Champions of Azeroth","0","11500"
"1546280528","154165","Vek'nilash","4617","4860","3","VERY_LONG","0","0","0","Calcified Bone","7","1"
"1546804809","153668","Eonar","439997","439997","1","VERY_LONG","0","0","0","Contract: Champions of Azeroth","0","11500"
"1546804814","153662","Eonar","897998","897998","1","VERY_LONG","0","0","0","Contract: Order of Embers","0","11500"
"1546870351","33470","Eonar","1214800","1219800","200","VERY_LONG","0","0","0","Frostweave Cloth","7","1250"
"1546804812","153662","Eonar","897998","897998","1","VERY_LONG","0","0","0","Contract: Order of Embers","0","11500"
"1546870348","33470","Eonar","1214800","1219800","200","VERY_LONG","0","0","0","Frostweave Cloth","7","1250"
"1546542765","82800","Vek'nilash","9338500","9830000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546542756","82800","Vek'nilash","9462000","9960000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546804866","141446","Eonar","2938494","2938494","3","VERY_LONG","0","0","0","Tome of the Tranquil Mind","15","62500"
"1546804864","141446","Eonar","2938494","2938494","3","VERY_LONG","0","0","0","Tome of the Tranquil Mind","15","62500"
"1546804868","141446","Eonar","2938494","2938494","3","VERY_LONG","0","0","0","Tome of the Tranquil Mind","15","62500"
"1546608272","90655","Blade's Edge","189990100","212990000","1","LONG","0","0","0","Reins of the Thundering Ruby Cloud Serpent","15","0"
"1546804978","168487","Eonar","36385000","38300000","100","LONG","0","0","0","Zin'anthid","7","50"
"1546542828","82800","Vek'nilash","2745500","2890000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546804976","168487","Eonar","36385000","38300000","100","LONG","0","0","0","Zin'anthid","7","50"
"1546804980","168487","Eonar","36385000","38300000","100","LONG","0","0","0","Zin'anthid","7","50"
"1546542822","82800","Vek'nilash","1883375","1982500","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546542818","82800","Vek'nilash","26980000","28400000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546804961","168487","Eonar","36385000","38300000","100","LONG","0","0","0","Zin'anthid","7","50"
"1546804966","168487","Eonar","36385000","38300000","100","LONG","0","0","0","Zin'anthid","7","50"
"1546804964","168487","Eonar","36385000","38300000","100","LONG","0","0","0","Zin'anthid","7","50"
"1546804970","168487","Eonar","36385000","38300000","100","LONG","0","0","0","Zin'anthid","7","50"
"1546804968","168487","Eonar","36385000","38300000","100","LONG","0","0","0","Zin'anthid","7","50"
"1546804974","168487","Eonar","36385000","38300000","100","LONG","0","0","0","Zin'anthid","7","50"
"1546804972","168487","Eonar","36385000","38300000","100","LONG","0","0","0","Zin'anthid","7","50"
"1546542795","82800","Vek'nilash","18335000","19300000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546804959","168487","Eonar","36385000","38300000","100","LONG","0","0","0","Zin'anthid","7","50"
"1546542785","82800","Vek'nilash","28908500","30430000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546804957","168487","Eonar","36385000","38300000","100","LONG","0","0","0","Zin'anthid","7","50"
"1546542815","82800","Vek'nilash","8521500","8970000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546542813","82800","Vek'nilash","4498250","4735000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546542810","82800","Vek'nilash","479750","505000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546542806","82800","Vek'nilash","33440","35200","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546542801","82800","Vek'nilash","8436000","8880000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546280748","153702","Vek'nilash","32870","34600","1","VERY_LONG","0","0","0","Kubiline","7","25000"
"1546608397","121108","Vek'nilash","19313818","20330335","1","LONG","0","0","0","Hagfeather Sandals","4","193772"
"1546608396","55372","Vek'nilash","109887727","115671292","1","LONG","0","0","36","Swamplight Crystal","4","76809"
"1546608394","24979","Vek'nilash","67608099","71166420","1","LONG","0","0","28","Reaver Legplates","4","39358"
"1546608393","55710","Vek'nilash","3909007","4114745","1","LONG","0","0","28","Mystral Wristwraps","4","48030"
"1546608392","24614","Vek'nilash","16007139","16849620","1","LONG","0","0","28","Vindicator Boots","4","29107"
"1546608411","81994","Vek'nilash","18290235","19252879","1","LONG","0","0","36","Wall Gauntlets","4","57611"
"1546608410","55745","Vek'nilash","7512290","7907674","1","LONG","0","0","0","Everstill Cowl","4","77599"
"1546608409","82086","Vek'nilash","12752079","13423242","1","LONG","0","0","36","Growing Handwraps","4","61965"
"1546608405","10202","Vek'nilash","21124713","22236541","1","LONG","0","0","54","Overlord's Vambraces","4","7020"
"1546608402","36044","Vek'nilash","5208317","5482439","1","LONG","0","0","0","Crystalsong Slippers","4","45105"
"1546608401","25002","Vek'nilash","14226474","14975236","1","LONG","0","0","0","Bloodfist Helmet","4","31658"
"1546608400","121101","Vek'nilash","19971546","21022681","1","LONG","0","0","0","Hillstride Spaulders","4","203335"
"1545822065","7912","Eonar","77965","97363","1","LONG","0","0","0","Solid Stone","7","100"
"1545822075","7912","Eonar","311860","389452","4","LONG","0","0","0","Solid Stone","7","100"
"1545822074","7912","Eonar","233895","292089","3","LONG","0","0","0","Solid Stone","7","100"
"1545822072","7912","Eonar","155930","194726","2","LONG","0","0","0","Solid Stone","7","100"
"1546280777","154125","Vek'nilash","79325","83500","1","VERY_LONG","0","0","0","Royal Quartz","7","35000"
"1546280770","168188","Vek'nilash","16615500","17490000","1","VERY_LONG","0","0","0","Sage Agate","7","35000"
"1546280789","168650","Vek'nilash","9120","9600","1","VERY_LONG","0","0","0","Cragscale","7","50"
"1545822122","7912","Eonar","545755","681541","7","LONG","0","0","0","Solid Stone","7","100"
"1546477493","165746","Eonar","50000000","55000000","1","VERY_LONG","0","0","13","Magnetic Mining Pick","0","80875"
"1545822084","7912","Eonar","389825","486815","5","LONG","0","0","0","Solid Stone","7","100"
"1545822090","7912","Eonar","467790","584178","6","LONG","0","0","0","Solid Stone","7","100"
"1545822093","7912","Eonar","545755","681541","7","LONG","0","0","0","Solid Stone","7","100"
"1545822097","7912","Eonar","623720","778904","8","LONG","0","0","0","Solid Stone","7","100"
"1545822109","7912","Eonar","701685","876267","9","LONG","0","0","0","Solid Stone","7","100"
"1545822187","4380","Eonar","2400","2600","2","LONG","0","0","0","Big Bronze Bomb","0","500"
"1545822185","4380","Eonar","1200","1300","1","LONG","0","0","0","Big Bronze Bomb","0","500"
"1545822191","4380","Eonar","3600","3900","3","LONG","0","0","0","Big Bronze Bomb","0","500"
"1546477537","2997","Blade's Edge","20242","22491","1","VERY_LONG","0","0","0","Bolt of Woolen Cloth","7","100"
"1545822197","4380","Eonar","4800","5200","4","LONG","0","0","0","Big Bronze Bomb","0","500"
"1545822201","4380","Eonar","7200","7800","6","LONG","0","0","0","Big Bronze Bomb","0","500"
"1545822200","4380","Eonar","6000","6500","5","LONG","0","0","0","Big Bronze Bomb","0","500"
"1545822206","4380","Eonar","1200","1300","1","LONG","0","0","0","Big Bronze Bomb","0","500"
"1546280914","154722","Vek'nilash","18525","19500","3","VERY_LONG","0","0","0","Tempest Hide","7","1"
"1545820195","98771","Eonar","1940000","1940000","1","LONG","0","0","0","Crafted Malevolent Gladiator's Cuffs of Meditation","4","96497"
"1545820193","152510","Blade's Edge","8744500","8799895","5","LONG","0","0","0","Anchor Weed","7","1"
"1546868785","37747","Blade's Edge","39999999","44500000","1","VERY_LONG","0","0","36","Beneficent Bulwark","4","57580"
"1545820199","98773","Eonar","1940000","1940000","1","LONG","0","0","0","Crafted Malevolent Gladiator's Drape of Prowess","4","134406"
"1545820196","98771","Eonar","1940000","1940000","1","LONG","0","0","0","Crafted Malevolent Gladiator's Cuffs of Meditation","4","96497"
"1546475562","82800","Blade's Edge","1040250","1095000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1545820203","161994","Eonar","39999999","39999999","1","LONG","0","0","13","Honorable Combatant's Satin Mittens","4","266537"
"1545820202","164712","Eonar","72386610","72386610","1","LONG","0","0","13","Sinister Combatant's Satin Boots","4","522097"
"1545820200","98773","Eonar","1940000","1940000","1","LONG","0","0","0","Crafted Malevolent Gladiator's Drape of Prowess","4","134406"
"1545820207","164712","Eonar","149999999","149999999","1","LONG","0","0","13","Sinister Combatant's Satin Boots","4","522097"
"1546475553","5997","Eonar","550100","850000","20","VERY_LONG","0","0","0","Elixir of Minor Defense","0","5"
"1545820205","161997","Eonar","39999999","39999999","1","LONG","0","0","13","Honorable Combatant's Satin Bracers","4","250419"
"1546475578","5997","Eonar","350100","550000","11","VERY_LONG","0","0","0","Elixir of Minor Defense","0","5"
"1545820163","98869","Eonar","1940000","1940000","1","LONG","0","0","0","Crafted Malevolent Gladiator's Mooncloth Mantle","4","134958"
"1545820162","98869","Eonar","1940000","1940000","1","LONG","0","0","0","Crafted Malevolent Gladiator's Mooncloth Mantle","4","134958"
"1546737680","168641","Blade's Edge","4762800","4860000","1","VERY_LONG","0","0","0","Quick Sand Spinel","3","35000"
"1545820161","98924","Eonar","1891499","1891499","1","LONG","0","0","0","Crafted Malevolent Gladiator's Felweave Raiment","4","192543"
"1545820167","98826","Eonar","1940000","1940000","1","LONG","0","0","0","Crafted Malevolent Gladiator's Silk Cowl","4","141111"
"1546737684","168641","Blade's Edge","4762800","4860000","1","VERY_LONG","0","0","0","Quick Sand Spinel","3","35000"
"1545820165","98826","Eonar","1940000","1940000","1","LONG","0","0","0","Crafted Malevolent Gladiator's Silk Cowl","4","141111"
"1545820164","161995","Eonar","149999999","149999999","1","LONG","0","0","13","Honorable Combatant's Satin Pants","4","531941"
